X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X8	X9
sq624	0	10	0	5	0	1	0	54	0	0	23	30	2	57	83	0	50	2	12	0	1	0	10	0	2	74	1	36	1	4	12	2	18	0	0	2	6	23	12	0	10	1	35	1	48	38	0	20	0	4	0	52	5	12	5	17	5	0	18	2	13	1	34	0	1	0	0	0	0	0	0	15	4
sq625	5	0	0	0	0	0	0	5	14	32	9	14	77	14	5	16	8	3	0	0	0	5	4	6	81	30	67	5	12	5	6	1	1	17	0	0	13	18	23	0	23	46	16	39	15	5	7	2	2	0	1	0	0	5	42	10	10	0	27	8	20	2	8	0	0	0	31	0	0	0	0	12	46
sq626	0	0	0	0	1	0	0	0	12	3	0	0	34	0	2	3	3	15	0	0	0	4	0	4	30	0	44	1	40	9	3	3	1	3	6	1	89	4	0	35	2	17	0	41	0	0	3	0	0	2	2	0	10	1	0	1	0	19	1	115	9	216	37	7	9	0	10	1	0	0	0	0	20
sq627	0	2	0	2	0	2	0	26	0	0	8	0	1	82	59	3	105	1	8	0	0	0	2	0	2	80	4	60	1	1	63	1	3	0	0	0	20	24	6	0	4	0	47	2	21	50	0	3	0	0	0	0	3	20	1	20	4	0	5	0	25	4	63	0	4	0	1	0	0	0	0	28	0
sq628	0	0	0	0	0	0	0	1	0	6	58	38	12	57	25	2	22	1	0	0	0	1	21	1	2	81	1	40	0	1	12	2	9	3	0	0	7	19	33	1	46	2	49	4	53	4	2	32	3	0	0	5	0	11	60	41	42	0	14	0	22	0	6	0	0	0	1	0	0	0	0	17	1
sq629	0	47	3	69	18	107	7	3	1	0	0	0	0	1	10	0	7	0	59	18	87	0	1	0	0	3	1	3	0	0	2	2	46	0	14	87	5	3	0	0	2	0	0	0	1	2	0	11	2	5	1	67	5	17	1	2	0	0	0	0	0	0	14	33	33	9	0	60	0	0	0	0	0
sq630	1	0	0	0	0	0	1	1	0	3	16	28	4	33	13	1	17	0	0	0	0	1	4	6	10	165	5	48	0	1	10	0	0	2	0	0	4	25	62	0	61	7	71	3	43	7	0	3	0	0	0	0	1	1	78	21	41	1	25	0	27	0	1	0	0	0	3	0	0	0	0	13	0
sq631	0	0	0	0	0	0	0	7	0	1	71	48	0	38	13	0	14	0	0	0	0	0	23	5	0	75	0	27	0	0	3	2	28	1	1	0	1	2	21	0	50	0	25	2	49	5	2	91	4	0	1	22	1	25	87	29	48	0	8	0	16	1	9	0	2	0	0	2	0	0	0	8	0
sq632	2	0	1	0	0	0	0	0	0	10	2	0	20	2	1	6	3	6	1	1	0	6	1	1	32	9	29	1	15	11	2	96	8	10	16	5	244	2	3	56	4	27	0	32	4	4	9	0	13	14	10	9	5	4	1	3	4	21	4	22	0	15	9	10	15	4	10	2	0	0	0	0	9
sq633	16	2	28	0	0	0	0	2	62	27	0	1	73	0	5	27	1	15	1	0	0	5	0	4	28	0	24	2	8	1	0	9	0	25	2	0	45	6	0	39	1	18	0	54	1	0	6	0	16	40	45	0	8	2	2	1	2	19	5	45	6	33	2	12	6	4	26	1	0	0	0	0	51
sq634	0	0	0	0	0	0	0	5	0	3	21	23	1	23	13	0	20	0	0	0	0	0	16	3	1	111	0	23	0	0	14	0	0	2	0	0	0	16	60	2	70	1	39	1	37	5	0	6	0	0	0	0	0	2	163	30	113	0	11	0	17	0	2	0	0	0	2	0	0	0	0	6	0
sq635	0	12	0	71	18	82	2	14	0	0	1	0	1	2	2	0	4	2	34	10	77	0	0	0	0	2	0	1	0	0	4	2	83	0	8	62	1	5	0	0	3	1	2	1	3	2	4	55	0	0	1	25	1	8	0	1	0	0	0	0	0	0	17	4	85	0	0	137	0	0	0	6	0
sq636	3	20	0	32	16	47	4	12	0	1	8	6	1	45	39	4	69	0	17	13	17	0	4	0	1	64	6	23	0	1	32	6	13	0	2	3	16	19	7	0	16	0	34	2	23	24	0	12	0	0	0	3	0	21	11	25	5	0	13	0	10	0	20	4	40	1	1	26	0	1	0	11	1
sq637	1	6	0	1	4	1	0	38	3	3	40	27	5	82	53	1	57	0	1	0	0	0	20	0	2	43	1	23	0	0	12	5	10	4	3	10	7	11	10	0	24	0	28	2	57	26	2	21	4	0	0	24	2	10	16	44	15	1	10	0	20	0	14	0	6	1	0	5	0	0	0	37	2
sq638	0	0	0	0	0	0	0	28	1	2	19	1	4	59	72	1	49	3	1	0	0	0	7	0	5	66	3	68	4	2	73	0	0	1	0	0	8	37	12	1	14	0	30	5	35	46	0	5	0	0	0	1	2	12	0	31	5	0	9	0	39	0	37	0	0	0	2	0	0	0	0	53	2
sq639	0	36	1	16	0	15	4	21	1	0	9	12	0	19	33	0	45	0	16	2	11	1	5	0	0	14	0	7	0	0	4	3	70	0	16	69	1	7	1	2	8	0	2	0	22	5	1	35	2	2	2	86	3	18	7	15	5	0	4	0	3	0	11	7	46	3	2	105	0	0	0	19	0
sq640	1	0	0	0	0	0	0	0	0	0	15	20	0	2	1	0	1	0	0	0	0	11	8	5	0	5	0	0	0	0	0	0	3	0	0	0	0	0	71	1	111	0	1	0	16	0	0	17	0	0	0	2	0	4	318	14	221	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq641	0	0	0	0	0	0	0	2	2	6	17	4	17	17	6	2	13	2	1	0	0	2	4	0	17	155	13	51	3	4	12	0	2	4	0	0	95	28	22	14	26	10	88	7	21	6	0	2	3	0	2	0	0	2	51	13	11	10	18	23	16	0	5	0	0	0	11	0	0	0	0	2	7
sq642	0	18	3	6	2	3	2	29	2	0	9	6	2	54	88	1	84	2	15	2	2	2	2	2	2	35	3	58	3	0	59	0	10	0	2	1	5	8	8	0	12	3	31	3	32	42	0	7	1	0	0	0	3	26	3	10	4	0	5	0	29	0	63	2	6	0	0	10	0	0	0	25	0
sq643	0	11	0	17	4	5	0	26	3	2	22	9	2	58	61	1	76	0	12	1	6	0	2	0	0	85	2	46	2	0	40	0	20	0	0	3	8	28	7	0	9	0	42	2	26	32	1	21	0	0	0	2	4	12	4	21	3	0	9	1	24	2	31	1	8	0	1	5	0	0	0	25	0
sq644	2	0	0	0	0	0	0	4	4	1	3	5	9	44	48	2	24	1	0	0	0	3	3	1	22	76	30	70	8	4	27	1	1	0	1	1	27	51	7	1	16	20	84	16	13	18	5	1	1	0	0	0	2	13	29	4	3	0	19	8	43	2	43	0	2	0	8	0	0	0	0	7	6
sq645	1	2	0	1	0	0	0	14	1	2	2	2	12	25	35	1	53	0	1	0	0	7	0	4	8	121	6	62	0	4	116	0	3	5	1	0	3	23	6	5	17	5	58	2	18	40	2	0	0	0	1	0	3	10	11	11	10	1	20	0	32	0	51	0	1	0	2	0	0	0	0	17	0
sq646	0	24	0	3	0	1	0	72	8	0	2	3	4	45	82	0	129	1	8	0	3	0	0	0	0	12	1	60	0	0	91	4	12	0	0	0	7	31	0	0	5	0	5	1	20	44	0	16	0	0	0	5	0	12	1	10	0	0	5	0	18	0	47	1	1	0	0	4	0	0	0	39	0
sq647	19	0	0	0	0	0	0	2	11	28	0	0	60	0	1	20	0	5	0	0	0	24	0	19	38	0	66	1	11	13	0	8	0	34	0	0	27	15	0	22	11	62	0	73	0	0	18	0	27	2	2	3	6	5	33	0	9	9	12	7	25	1	4	0	0	0	42	0	0	0	0	0	55
sq648	15	0	0	0	0	0	0	0	2	12	0	0	23	0	0	6	0	2	0	0	0	18	0	19	36	0	53	0	17	20	0	0	0	27	0	0	19	11	0	184	5	37	0	51	0	0	1	0	1	0	0	0	0	2	13	1	7	71	5	90	10	16	2	0	0	0	26	0	0	0	0	0	25
sq649	0	4	0	0	0	0	0	8	2	8	18	18	7	78	32	2	66	0	2	0	0	1	22	2	2	92	3	31	0	4	20	0	8	2	0	0	0	15	15	0	41	0	36	1	51	19	0	7	1	0	0	8	0	7	40	33	42	0	26	0	18	0	16	0	0	0	2	1	0	0	0	15	0
sq650	12	0	14	0	34	8	26	0	0	27	0	0	8	0	0	1	1	2	0	1	0	39	6	37	4	3	2	0	0	0	0	3	0	56	3	0	9	0	0	82	10	0	0	0	10	0	0	0	3	17	1	3	0	0	235	5	128	1	2	1	1	1	3	0	0	0	25	1	0	0	0	0	0
sq651	8	3	2	0	3	0	1	2	7	59	3	2	88	0	6	26	8	21	1	1	1	1	2	3	36	0	73	1	44	40	0	24	1	11	0	0	31	4	1	6	7	21	0	48	2	3	4	0	0	0	0	2	7	13	3	5	0	4	9	3	16	15	68	0	3	0	28	0	0	0	0	4	39
sq652	0	4	1	0	1	3	0	8	1	6	31	21	4	61	41	0	49	3	0	1	3	2	23	4	0	90	2	29	0	0	21	1	10	4	1	1	11	17	19	0	44	0	41	0	36	19	1	4	1	2	0	10	2	8	32	40	34	0	14	0	11	0	15	0	3	0	1	2	0	0	0	26	3
sq653	0	0	0	0	0	0	0	1	0	7	151	91	3	26	6	0	6	0	0	0	0	0	32	1	3	29	0	5	0	0	0	2	15	3	0	0	0	3	37	0	36	2	12	0	36	1	3	45	3	4	1	41	2	14	107	18	53	2	9	0	7	0	1	0	0	0	2	0	0	0	0	2	0
sq654	2	0	0	0	0	0	0	11	0	0	29	14	1	73	45	1	38	0	1	0	0	0	7	2	0	112	1	30	0	0	27	0	1	1	0	0	5	44	14	0	38	0	66	1	40	14	0	11	0	0	0	0	0	3	32	33	41	0	24	2	26	0	6	0	0	0	1	0	0	0	0	22	1
sq655	0	12	2	10	1	3	0	28	3	1	14	5	0	36	72	1	90	2	13	2	0	0	3	0	3	55	4	55	1	1	35	0	17	0	0	0	5	18	3	1	8	0	40	4	34	40	0	15	3	0	0	3	3	10	7	15	1	0	15	4	45	1	41	1	6	0	2	3	0	0	0	22	1
sq656	0	2	1	0	0	0	0	3	13	3	0	0	103	3	13	51	21	38	0	0	1	0	0	2	32	3	159	2	41	32	2	1	0	0	0	0	62	21	0	0	1	49	1	27	0	2	1	0	0	0	0	1	5	4	1	6	2	2	6	3	17	6	17	0	0	0	15	0	0	0	0	4	39
sq657	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0	0	0	7	22	8	0	3	0	1	0	1	0	0	0	0	0	0	0	0	67	1	109	0	1	0	14	0	0	11	0	0	0	0	0	0	319	4	216	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq658	22	0	0	0	0	0	0	1	0	2	1	14	0	0	0	0	0	0	0	0	0	155	3	103	0	5	1	0	0	0	0	1	0	17	0	0	0	0	10	12	60	1	0	0	2	0	2	4	1	0	0	2	2	3	282	0	106	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
sq659	0	16	1	50	9	46	3	16	0	1	6	3	0	32	42	2	48	1	27	4	20	1	3	0	1	55	1	40	0	1	36	0	28	0	3	7	12	14	6	0	13	4	33	1	7	27	0	7	2	0	0	5	4	14	6	19	9	0	2	0	8	0	21	6	37	1	1	35	0	0	0	13	1
sq660	3	0	0	0	0	0	0	0	0	10	21	5	15	28	13	5	19	6	0	0	0	10	4	22	35	82	29	43	3	9	9	0	0	17	0	0	2	28	25	13	42	22	24	9	27	11	1	5	1	0	0	0	1	2	46	11	60	4	18	0	35	0	4	0	0	0	12	0	0	0	0	12	2
sq661	0	1	0	0	0	0	0	9	0	1	24	22	2	69	31	2	28	0	0	0	0	0	5	0	2	180	1	42	1	0	22	0	0	0	0	0	2	14	29	1	17	2	64	1	52	13	0	3	0	0	0	0	0	4	28	28	7	0	34	2	37	0	4	0	0	0	0	0	0	0	0	14	0
sq662	2	0	1	0	1	1	1	0	0	11	2	6	23	2	4	5	1	5	0	1	0	6	0	4	28	11	40	9	21	19	3	3	0	11	1	0	266	19	1	17	3	16	3	22	2	0	0	0	0	1	0	0	1	0	1	4	3	11	7	120	10	32	3	1	2	1	22	0	0	0	0	0	5
sq663	0	32	1	34	10	42	7	6	1	0	5	6	1	24	31	0	70	1	39	10	20	0	3	0	2	33	1	29	0	0	49	2	35	1	8	1	10	8	4	1	11	0	10	0	11	28	0	13	0	0	0	5	2	16	1	24	2	0	6	0	20	1	37	10	28	0	1	31	0	0	0	10	0
sq664	0	46	5	42	13	43	5	15	0	0	4	1	1	21	28	0	68	0	33	7	15	0	3	1	0	12	2	12	0	1	14	3	32	0	12	17	4	6	2	0	7	0	4	0	9	9	0	11	1	1	4	38	2	11	6	8	0	0	9	0	2	1	19	3	71	1	0	94	0	0	0	14	0
sq665	0	0	0	1	0	0	0	0	1	0	13	44	2	17	18	0	3	0	0	0	0	1	20	5	5	69	1	27	1	0	4	1	19	1	2	3	5	4	19	4	30	8	54	1	34	8	2	44	3	4	3	124	6	9	94	14	20	0	14	1	12	0	4	0	3	0	1	0	0	0	0	9	1
sq666	95	0	26	0	1	42	14	0	11	0	0	27	1	0	46	0	10	0	1	3	15	0	54	0	0	0	6	21	0	0	0	12	5	223	3	14	6	3	0	1	0	0	0	4	0	1	0	0	11	46	10	3	0	0	0	0	0	0	0	8	3	0	0	26	22	11	0	6	0	0	0	0	0
sq667	30	0	1	0	0	0	0	0	9	68	0	0	39	0	0	21	0	22	0	0	0	12	0	18	26	0	32	0	2	3	0	6	0	72	0	0	14	4	0	76	9	31	0	39	1	0	15	0	16	54	1	3	0	2	5	0	5	30	5	19	5	11	2	0	0	0	51	0	0	0	0	0	28
sq668	0	6	0	7	2	1	0	15	0	2	16	7	3	44	23	2	49	1	0	1	1	0	14	1	0	60	3	32	0	0	48	7	17	0	1	6	10	13	16	1	35	0	24	0	24	16	0	20	1	0	0	53	4	19	31	33	36	2	13	1	12	0	22	0	8	1	2	2	0	0	0	16	3
sq669	0	6	1	0	0	5	0	41	0	1	52	25	2	38	32	1	29	1	1	0	1	0	13	0	0	31	0	14	0	0	3	5	63	0	0	9	0	11	18	0	20	0	14	0	34	9	2	50	3	2	0	87	8	49	15	30	15	0	4	1	8	0	5	1	3	0	1	1	0	0	0	20	0
sq670	0	24	0	42	19	61	3	12	2	0	7	4	0	32	23	1	70	6	33	12	17	0	1	1	0	39	0	19	1	0	39	0	20	0	3	2	7	10	3	2	5	0	17	0	13	24	0	6	0	0	0	2	3	6	6	19	5	0	7	0	2	0	27	9	55	2	2	47	0	0	0	11	0
sq671	1	1	2	1	0	3	0	8	0	2	16	14	11	67	34	4	64	2	6	0	0	0	10	0	2	131	4	39	1	0	47	1	11	1	0	0	25	20	8	0	24	0	31	0	31	24	0	2	0	0	0	0	2	15	21	33	15	2	6	0	12	0	11	2	1	0	1	0	0	0	0	10	1
sq672	0	1	0	0	0	0	0	12	2	11	35	32	7	98	42	0	29	0	0	0	0	0	15	0	1	60	2	36	0	0	30	1	3	0	0	0	10	24	16	0	20	4	27	2	49	22	0	8	0	0	0	4	0	9	9	44	10	0	15	0	22	0	12	0	0	0	0	0	0	0	0	56	0
sq673	0	0	0	0	0	0	0	17	3	2	38	21	12	73	52	4	38	1	0	0	0	0	11	1	0	58	2	44	0	0	33	0	0	0	0	1	8	15	14	0	16	1	56	0	64	21	1	11	0	0	0	2	1	10	8	36	8	0	12	0	24	0	11	0	0	0	6	0	0	0	0	41	2
sq674	3	0	0	0	0	0	0	0	0	10	0	0	29	0	0	4	0	4	1	0	0	19	0	18	99	0	109	0	22	31	0	0	0	11	0	0	50	25	0	39	14	79	1	46	0	0	3	0	1	1	0	0	0	1	13	0	7	17	20	19	35	9	10	0	0	0	11	0	0	0	0	0	16
sq675	0	25	1	15	0	7	0	18	4	0	22	20	3	44	51	0	71	1	8	1	2	0	10	0	0	39	2	21	0	0	14	1	38	0	7	14	2	10	2	0	8	0	17	2	44	14	0	23	1	2	0	63	3	16	7	27	1	0	11	0	11	0	7	1	11	0	1	22	0	0	0	29	1
sq676	4	0	0	0	0	0	0	0	2	12	2	0	13	0	0	1	1	2	0	0	0	20	0	21	70	1	28	1	4	3	0	0	0	18	0	0	63	0	0	236	3	34	1	14	0	0	0	0	1	4	0	0	2	0	9	0	5	63	1	100	6	8	1	2	0	0	11	0	0	0	0	0	7
sq677	0	2	1	0	2	0	0	13	0	3	14	3	3	57	48	4	59	0	0	0	0	1	2	2	1	44	1	58	0	1	63	2	10	1	0	0	8	25	7	0	14	0	47	0	23	43	0	7	0	0	0	17	2	14	5	24	7	0	15	0	30	0	38	0	3	0	3	2	0	0	0	41	2
sq678	0	4	9	0	0	0	0	4	3	1	0	0	7	1	15	13	11	52	7	0	0	0	0	0	5	0	53	4	78	90	20	49	31	0	3	0	1	15	0	0	0	9	1	73	1	12	23	2	2	0	0	0	3	21	0	1	0	0	2	0	11	1	126	0	0	0	0	0	0	0	0	2	4
sq679	0	0	0	0	0	0	0	3	3	3	62	54	0	41	15	0	8	0	0	0	0	1	20	0	1	70	5	31	0	0	12	0	2	2	0	0	3	15	43	4	34	2	42	0	62	5	3	32	2	1	0	19	0	8	37	27	25	0	22	0	13	0	5	0	0	0	1	0	0	0	0	32	0
sq680	0	0	0	0	0	0	0	2	1	0	36	28	4	33	31	0	15	0	0	0	0	1	11	1	4	144	2	42	0	0	6	1	1	2	0	0	8	15	38	0	39	0	72	0	51	9	1	4	0	0	0	0	0	1	60	12	24	1	40	1	18	0	2	0	0	0	1	2	0	0	0	6	0
sq681	0	0	0	0	0	0	0	0	0	0	22	38	1	5	0	0	4	0	0	0	0	4	19	7	1	3	2	4	0	0	0	0	0	1	0	0	1	0	53	1	77	3	1	0	9	1	1	10	0	0	0	0	1	1	302	9	181	0	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0
sq682	0	17	0	20	3	51	1	15	0	1	3	6	4	47	35	3	89	1	22	10	20	0	6	0	0	54	1	22	1	0	27	0	13	0	2	10	8	21	5	0	13	4	24	0	9	25	0	12	0	0	0	5	2	9	9	22	10	0	11	0	13	0	21	3	32	1	1	17	0	0	0	5	1
sq683	0	9	1	1	0	0	0	9	0	0	10	8	1	45	44	0	101	0	6	0	0	0	10	0	2	66	4	40	0	0	59	0	2	0	0	2	9	24	7	2	31	3	15	1	24	35	0	7	1	2	0	14	3	20	28	23	20	0	11	4	9	2	25	0	2	0	0	5	0	0	0	19	0
sq684	2	0	0	0	1	0	0	1	6	4	0	0	16	1	1	13	3	9	0	0	0	1	0	0	16	4	46	5	43	75	6	3	0	8	0	0	33	7	0	23	3	17	5	49	0	3	1	0	0	0	0	0	6	10	0	0	0	13	2	41	6	235	25	0	6	0	9	0	0	0	0	2	5
sq685	5	0	0	0	0	0	0	0	1	29	22	12	28	32	17	5	15	4	0	0	0	8	10	10	40	81	37	47	6	22	13	0	1	18	0	0	39	12	9	12	15	10	50	3	16	6	0	0	2	0	0	0	0	1	13	19	3	3	18	1	37	0	5	0	1	0	6	0	0	0	0	14	4
sq686	5	0	0	0	0	0	0	0	5	61	0	5	67	3	4	3	1	4	0	0	0	17	3	18	124	2	97	6	5	11	0	4	0	22	0	0	45	12	0	4	13	47	6	9	1	1	23	0	8	0	3	3	2	3	20	4	4	4	19	7	12	0	2	0	0	0	28	0	0	0	0	1	14
sq687	0	3	0	0	0	1	0	5	1	6	22	14	6	47	21	3	47	3	3	0	0	0	24	0	1	72	3	27	1	0	49	1	7	3	0	0	9	19	10	0	56	4	26	0	18	26	3	14	1	0	2	15	5	10	30	41	34	0	13	1	12	0	16	1	1	0	8	0	0	0	0	15	2
sq688	0	0	0	0	0	0	0	15	0	0	22	17	4	55	34	0	35	0	0	0	0	0	11	2	1	101	1	55	0	0	33	1	4	0	0	0	10	27	28	0	28	2	59	0	31	23	0	10	1	0	0	4	1	3	24	12	13	0	16	0	32	0	19	1	4	0	1	0	0	0	0	21	0
sq689	23	0	0	0	0	0	0	0	0	44	2	13	22	1	0	1	1	0	0	0	0	128	2	50	19	0	3	1	0	0	0	0	0	15	0	0	14	5	11	14	46	11	0	2	4	0	13	0	4	0	5	2	1	3	220	0	53	0	4	2	4	1	3	1	0	0	9	0	0	0	0	0	3
sq690	2	0	0	0	0	1	0	0	0	25	1	2	26	7	1	7	2	2	0	0	0	23	0	18	66	12	53	2	9	16	5	8	0	22	2	0	43	5	0	91	9	56	3	17	2	0	17	0	7	20	29	2	5	2	13	2	8	18	4	27	3	14	2	0	0	0	39	0	0	0	0	0	6
sq691	0	0	0	0	0	0	0	8	7	4	6	11	26	49	55	9	27	0	0	0	0	0	2	0	16	60	14	66	4	1	48	0	1	1	0	0	17	25	14	0	12	10	49	10	17	46	0	1	0	0	0	1	0	10	12	16	6	0	13	0	24	0	19	0	0	0	8	0	0	0	0	25	5
sq692	0	1	0	0	0	0	0	12	1	1	13	12	5	66	61	6	46	0	0	0	0	0	3	0	1	43	2	55	0	0	73	0	3	0	0	0	11	33	9	0	13	0	34	4	42	32	0	6	0	0	0	0	0	8	7	20	8	0	15	0	30	2	26	0	0	0	1	0	0	0	0	45	3
sq693	1	0	0	0	0	0	0	0	0	5	8	11	2	1	0	0	0	0	0	0	0	103	9	126	3	1	0	0	0	0	0	0	0	7	0	0	0	0	34	4	51	0	0	0	6	0	3	1	0	0	0	0	0	1	265	5	92	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	0
sq694	0	2	0	2	2	0	0	12	0	1	3	2	17	40	43	16	48	2	1	3	0	1	1	0	8	67	33	51	9	7	35	4	6	0	1	0	41	33	1	0	5	8	35	6	10	24	1	1	0	0	1	0	1	6	1	15	0	1	21	10	16	12	32	3	18	0	3	0	0	0	0	18	7
sq695	1	0	0	0	0	0	0	0	0	5	2	14	0	0	0	0	0	0	0	0	0	99	1	39	1	1	1	0	0	0	0	1	0	21	0	0	0	1	41	5	62	0	1	0	11	0	19	21	7	1	0	3	1	1	295	2	86	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq696	36	0	0	0	0	0	0	0	0	9	0	4	1	0	0	0	0	0	0	0	0	242	2	51	4	0	0	0	0	0	0	0	0	19	0	0	4	0	0	72	38	4	0	2	0	0	13	0	2	1	0	0	0	3	175	0	56	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1
sq697	1	3	0	1	2	0	0	1	0	5	27	25	6	46	8	4	25	1	2	0	0	0	22	3	4	72	1	22	1	0	12	1	6	6	0	0	13	5	25	3	58	0	13	0	31	4	1	12	1	3	0	5	1	9	92	45	70	0	13	0	8	0	1	2	2	0	4	1	0	0	0	10	3
sq698	0	1	0	0	0	0	0	10	0	2	29	22	4	53	19	0	25	0	0	0	0	1	11	0	0	129	1	38	0	0	16	0	9	0	0	1	6	15	17	0	39	1	38	1	41	12	0	27	0	1	0	21	1	6	29	28	16	0	19	0	29	0	6	0	1	0	0	0	0	0	0	16	0
sq699	0	0	0	0	0	0	0	3	2	4	26	21	3	27	15	1	29	1	0	0	0	2	30	1	1	49	4	12	1	1	14	3	3	3	0	0	4	6	18	6	86	0	30	0	25	11	1	11	1	0	0	2	1	6	116	21	106	0	10	2	7	0	5	0	2	0	4	0	0	0	0	3	1
sq700	7	0	1	0	0	0	0	0	5	22	0	3	80	1	6	7	3	3	1	0	0	36	1	11	131	2	53	0	14	4	0	0	0	10	1	0	16	10	0	19	9	75	3	50	0	2	1	0	8	0	1	0	1	1	23	0	7	12	16	15	18	3	7	0	0	0	15	1	0	0	0	0	23
sq701	0	1	0	1	0	0	0	18	1	0	4	4	1	42	58	1	58	0	5	0	0	2	4	8	1	79	0	58	3	0	66	0	6	0	0	0	4	21	11	0	18	0	46	0	25	31	0	1	0	0	0	0	3	15	13	14	10	0	8	0	25	1	29	1	5	1	0	1	0	0	0	33	0
sq702	4	0	0	0	0	0	0	0	24	12	0	0	57	0	0	20	0	8	0	0	0	2	0	1	49	0	64	0	12	8	0	0	0	5	0	0	8	5	0	29	3	65	0	96	0	0	1	0	0	0	0	0	2	1	3	0	0	49	3	95	9	46	3	0	0	0	9	0	0	0	0	0	43
sq703	1	7	10	27	91	37	47	3	3	4	1	1	5	3	13	6	6	15	15	112	33	2	1	0	0	2	1	1	0	0	0	9	3	2	14	4	0	3	1	0	1	5	2	3	5	1	1	8	1	1	2	8	0	4	0	2	0	0	0	0	2	0	8	15	86	10	6	78	0	0	0	1	3
sq704	0	11	0	16	4	56	4	12	0	0	15	4	1	30	23	0	46	0	9	10	28	0	13	0	0	43	0	22	0	0	20	2	23	0	12	16	1	8	4	1	11	2	10	0	15	14	0	11	1	0	1	65	3	14	9	19	5	0	7	0	9	0	25	5	32	6	0	34	0	0	0	3	0
sq705	0	0	4	0	0	0	0	2	32	4	0	0	56	0	1	91	3	70	0	0	0	0	0	0	7	0	76	0	54	86	0	4	0	4	0	0	5	5	0	0	2	14	0	75	0	0	6	0	10	1	0	0	3	15	1	0	0	0	1	2	1	6	22	1	0	0	37	0	0	0	0	0	32
sq706	26	0	0	0	0	0	0	1	0	27	9	17	47	5	4	2	6	1	0	0	0	51	9	29	99	25	20	8	2	5	1	8	6	14	0	0	7	7	5	4	31	66	14	5	12	0	7	7	1	0	2	6	0	3	48	11	17	0	16	0	11	1	3	0	0	0	12	0	0	0	0	2	10
sq707	10	0	0	0	0	0	0	0	0	52	4	5	44	2	1	7	3	0	0	0	0	42	1	51	60	17	73	4	9	5	1	1	0	24	0	0	32	6	2	18	22	48	7	7	2	1	8	0	1	1	1	0	3	2	61	11	19	4	10	5	6	0	0	0	0	0	32	0	0	0	0	0	5
sq708	0	7	0	0	1	1	0	23	4	4	33	31	9	66	52	2	36	1	0	0	0	2	17	0	3	51	0	18	1	0	10	2	11	2	3	3	2	6	28	0	35	2	26	0	46	6	3	13	3	0	0	21	1	5	25	23	19	0	11	0	18	0	11	0	5	0	1	4	0	0	0	22	1
sq709	0	19	0	5	1	2	0	19	1	0	9	5	1	61	38	0	117	1	7	0	2	0	2	0	0	54	2	36	0	0	57	0	3	0	0	0	7	14	9	0	16	0	16	0	23	45	0	1	0	0	0	0	2	10	7	23	10	0	14	1	19	0	27	1	10	0	0	1	0	0	0	29	0
sq710	5	0	0	0	0	0	0	0	4	9	9	1	23	11	9	9	12	6	0	0	0	6	4	5	30	41	50	31	28	32	5	1	0	12	0	0	68	7	0	11	4	17	16	22	4	10	1	1	1	4	0	0	3	4	14	6	2	16	17	36	26	35	19	0	0	0	19	0	0	0	0	8	9
sq711	0	11	0	20	10	69	5	7	0	0	7	5	5	32	25	3	51	5	11	12	17	0	9	0	0	43	1	27	1	0	37	2	22	1	5	4	2	6	4	2	12	0	27	0	18	18	1	12	1	1	0	19	5	12	10	11	4	0	6	0	8	0	28	5	26	0	1	28	0	0	0	8	1
sq712	1	17	0	21	8	18	1	13	4	0	7	6	1	39	47	2	83	0	19	3	11	0	2	0	1	48	1	16	0	0	38	2	15	0	3	5	6	9	4	1	7	0	19	0	11	32	0	8	0	0	0	3	5	17	2	17	7	0	7	1	16	1	37	5	36	0	1	22	0	0	0	14	0
sq713	0	0	0	0	1	0	0	12	3	1	10	6	4	51	62	3	36	1	0	0	0	0	1	1	1	50	2	62	3	1	78	0	0	0	0	0	10	25	8	0	16	2	37	0	29	43	0	4	0	0	0	0	1	10	4	24	7	0	9	0	23	0	33	0	0	0	0	0	0	0	0	43	1
sq714	0	0	0	0	0	0	0	0	0	1	11	26	4	6	0	0	2	0	2	0	0	2	8	3	0	10	0	4	0	1	1	0	4	0	0	0	0	2	46	0	80	0	8	0	13	3	4	22	0	0	0	2	0	5	266	18	156	0	1	0	2	0	1	0	0	0	0	0	0	0	0	3	0
