X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X7	X8	X9
sq852	3	0	25	1	0	1	1	32	2	55	0	0	11	5	12	0	0	39	4	16	0	33	10	0	8	5	7	1	13	0	26	0	14	1	0	2	2	2	9	6	0	14	0	4	6	0	18	3	15	1	12	10	0	2	0	0	0	11	0	15
sq853	2	0	0	0	12	7	18	15	10	25	10	11	0	1	0	0	14	13	31	16	12	5	11	4	3	0	0	4	2	13	8	23	13	12	7	4	18	9	2	1	8	4	28	20	8	19	13	0	1	0	0	1	0	1	0	18	0	0	0	0
sq854	6	1	7	0	2	12	3	20	2	14	0	0	27	0	6	2	0	13	0	6	0	6	15	0	14	3	6	0	23	1	9	0	2	0	4	14	3	1	22	13	0	7	0	2	6	0	9	1	18	0	26	49	0	18	0	2	0	32	2	27
sq855	7	0	0	0	2	12	7	30	3	8	1	3	0	0	0	4	33	54	34	49	6	21	10	0	0	0	0	0	17	21	32	9	8	7	0	1	0	0	0	15	0	13	1	23	7	0	7	0	0	0	0	1	0	2	0	4	0	0	0	0
sq856	5	0	5	0	3	8	4	38	1	54	0	0	1	1	0	0	0	56	4	22	0	56	32	1	2	0	0	0	14	0	16	1	18	1	1	2	0	0	2	15	0	8	0	14	18	0	21	0	4	0	1	8	0	1	0	4	0	8	1	1
sq857	1	0	0	1	0	1	1	3	0	1	1	0	0	0	0	0	0	1	0	5	0	2	1	24	33	0	0	1	2	0	2	0	1	0	9	65	28	5	173	1	0	0	0	2	0	2	5	1	6	0	2	1	0	70	0	0	0	0	0	0
sq858	1	20	21	6	3	2	7	4	3	12	9	0	23	27	14	0	1	1	0	0	1	2	2	2	23	18	48	0	2	0	0	2	4	0	2	16	3	1	6	0	1	1	0	1	1	0	5	8	16	5	45	27	0	6	0	1	0	19	7	22
sq859	1	11	21	0	0	5	1	24	1	49	2	2	12	4	19	0	0	39	4	10	0	35	9	0	8	0	11	0	9	0	18	0	22	0	0	13	0	0	12	6	0	9	0	12	10	0	12	2	16	0	9	13	0	5	0	0	0	10	2	3
sq860	9	0	0	0	41	25	38	8	5	4	3	26	0	0	0	19	29	9	16	3	2	2	4	14	7	0	0	2	19	15	11	7	0	14	31	7	18	0	15	10	0	7	0	12	1	0	5	0	0	0	0	1	0	5	0	6	0	0	0	0
sq861	1	0	0	0	0	0	4	5	4	32	30	0	4	0	4	0	3	3	30	15	33	43	2	7	19	0	0	0	0	1	1	33	19	1	12	12	0	0	0	0	0	0	0	11	7	3	45	0	0	0	0	55	0	3	0	2	0	6	0	0
sq862	0	2	0	0	2	0	24	0	7	0	36	0	3	0	0	0	5	0	7	2	5	1	0	59	0	52	0	2	0	1	0	28	2	3	25	0	5	1	7	0	3	0	4	0	0	25	16	30	50	3	0	2	0	0	0	16	0	0	22	0
sq863	0	0	0	0	10	0	39	0	14	0	6	2	0	0	0	4	21	0	22	0	1	0	0	0	0	0	0	59	2	61	0	13	0	40	4	0	2	0	2	0	40	1	39	1	0	7	0	0	0	0	0	0	0	0	31	28	0	0	0	0
sq864	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	186	3	0	0	0	0	2	2	0	1	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
sq865	15	0	1	1	4	18	0	35	3	24	0	2	3	0	1	2	0	48	4	18	0	13	27	2	4	3	0	0	31	2	16	0	5	5	2	20	0	1	29	27	0	4	0	9	9	0	3	1	4	0	3	1	25	18	0	1	0	2	1	0
sq866	0	0	0	0	10	0	24	0	3	0	1	6	0	0	0	23	58	0	52	0	2	0	0	1	0	0	0	72	8	43	0	11	0	12	1	0	2	0	0	6	30	10	31	14	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0	0
sq867	12	0	0	0	61	10	21	8	4	7	2	43	0	0	0	26	25	8	11	3	8	0	10	1	1	0	0	1	19	11	5	5	1	10	21	4	28	0	9	37	0	3	0	5	1	0	4	0	0	0	0	1	0	16	0	4	0	0	0	0
sq868	6	0	0	0	2	18	0	31	0	15	0	2	0	0	0	0	2	107	1	35	0	27	13	0	0	0	0	0	19	2	50	1	4	1	0	5	0	0	0	3	1	32	3	36	17	0	10	0	0	0	0	2	0	0	0	1	0	0	0	0
sq869	1	0	1	0	0	0	1	22	0	56	1	1	3	1	0	0	1	11	1	35	8	95	5	0	8	0	1	1	0	0	9	0	43	0	0	8	0	0	0	1	0	0	0	11	21	2	78	1	0	0	1	15	0	0	0	0	0	3	0	0
sq870	5	0	0	0	16	5	14	12	3	6	2	16	0	0	0	16	37	36	39	19	15	5	9	0	0	0	0	30	14	27	9	5	2	13	1	2	0	0	4	21	9	13	4	23	2	1	2	0	0	0	0	0	0	0	6	2	0	0	0	0
sq871	5	0	0	0	19	16	14	3	3	4	0	17	0	0	0	31	15	11	28	11	2	2	8	3	5	1	0	36	27	11	9	11	1	13	18	2	3	8	16	20	4	5	16	9	1	4	1	0	3	0	1	2	0	3	21	1	0	0	0	0
sq872	0	1	0	0	12	0	19	0	2	0	4	8	0	0	0	14	33	0	21	0	3	0	1	1	0	0	0	100	9	45	0	20	0	13	2	0	1	4	0	2	40	4	42	0	0	16	0	1	0	0	1	0	0	0	19	5	0	0	0	0
sq873	0	0	0	0	3	0	36	3	46	40	10	3	0	0	0	0	31	1	50	10	10	2	4	0	0	0	0	2	1	23	2	54	3	2	0	0	0	0	0	0	1	7	12	31	7	3	10	0	0	0	0	8	0	0	0	28	0	0	0	0
sq874	0	0	0	0	0	0	18	0	5	0	3	0	0	0	0	2	73	0	103	0	27	0	0	1	0	0	0	6	4	57	0	44	0	3	0	0	0	0	0	1	13	6	33	18	0	12	12	0	0	0	0	0	0	0	0	1	0	0	0	0
sq875	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	425	0	0	1
sq876	5	0	0	0	0	11	6	34	2	25	0	2	1	0	0	2	4	77	3	24	2	13	26	0	5	0	0	4	31	1	43	0	18	0	0	4	3	0	2	41	1	19	0	20	6	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0
sq877	0	129	2	45	4	0	12	0	0	0	4	1	0	36	0	0	6	0	16	0	0	0	0	15	0	21	0	2	0	4	0	16	0	2	1	0	1	0	0	0	3	0	5	1	0	21	0	45	2	42	0	1	1	0	0	0	0	0	2	0
sq878	0	1	0	0	10	0	7	1	4	0	2	17	0	0	0	15	28	0	8	0	0	0	1	0	0	0	0	135	3	21	0	5	0	11	1	0	1	4	0	0	35	2	54	3	0	7	0	0	0	0	0	0	0	2	56	6	0	0	0	0
sq879	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	3	0	1	1	0	4	0	0	0	0	1	110	0	1	0	0	1	0	11	0	0	0	222	0	1	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
sq880	14	0	0	0	8	17	1	16	0	5	0	2	0	0	0	11	5	78	2	30	1	2	11	0	0	0	0	2	41	3	52	1	1	1	2	10	0	0	2	71	1	15	0	12	2	0	2	0	0	0	0	2	3	4	7	1	0	0	0	0
sq881	15	0	0	0	1	33	0	8	0	3	1	16	0	0	0	1	0	16	0	5	0	4	5	1	3	0	0	4	34	0	7	0	0	0	1	45	1	0	10	78	0	4	0	3	0	0	3	0	0	0	0	1	100	34	0	0	0	0	0	0
sq882	13	1	0	0	2	11	2	23	3	31	0	9	2	0	1	7	1	46	1	19	0	14	11	0	5	0	0	0	45	0	8	0	15	2	1	9	2	0	13	93	0	10	1	4	6	0	10	1	2	0	1	1	4	2	0	0	0	5	0	0
sq883	4	5	25	2	0	3	0	26	1	30	2	0	16	2	14	0	0	28	2	18	0	27	13	1	10	3	4	0	7	0	16	0	20	0	0	10	0	0	8	1	0	6	1	4	5	0	25	1	18	0	13	20	0	8	9	0	0	16	0	13
sq884	7	1	1	0	3	6	4	50	1	62	3	0	3	0	0	0	0	44	1	23	2	38	21	2	6	0	0	0	6	0	18	1	22	1	0	7	0	4	25	7	0	7	1	4	22	1	12	1	3	0	1	4	0	5	0	2	0	3	0	0
sq885	8	0	0	0	19	12	8	8	2	6	1	15	0	0	0	46	52	45	11	12	1	2	1	3	2	0	0	3	29	41	18	8	2	5	2	6	2	0	7	28	0	7	0	13	1	0	0	0	2	0	0	0	0	4	0	2	0	0	0	0
sq886	1	4	16	0	0	2	0	18	0	50	0	0	20	1	3	0	1	25	0	13	0	24	15	4	11	1	4	0	4	0	11	2	23	0	0	12	0	0	0	2	0	7	1	8	14	0	20	2	47	0	17	23	0	0	1	0	0	14	0	13
sq887	29	0	0	0	0	5	0	2	0	3	0	0	0	0	0	2	0	3	0	0	0	1	5	1	0	0	0	0	46	0	0	0	1	0	0	5	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0
sq888	5	0	0	0	5	15	7	46	2	45	0	0	1	1	0	0	4	71	6	34	2	11	18	0	4	1	0	0	13	2	44	5	16	1	0	6	1	0	1	5	0	20	0	14	15	0	5	0	0	0	0	3	0	2	0	1	0	0	0	1
sq889	8	0	0	0	45	6	30	4	3	0	3	15	0	0	0	29	36	9	37	6	7	3	8	1	0	0	0	1	35	16	8	7	0	15	11	0	4	1	6	48	1	8	0	14	1	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0
sq890	1	0	0	0	3	0	20	24	8	43	2	2	0	0	0	2	9	9	32	20	28	59	4	3	2	0	0	0	3	7	7	21	19	2	1	1	0	0	0	2	0	7	2	16	15	1	45	0	0	0	0	6	0	0	0	6	0	0	0	0
sq891	15	0	0	0	2	10	0	2	0	0	0	0	0	0	0	2	0	3	0	1	0	2	3	0	0	0	0	0	48	0	1	0	0	3	1	12	0	0	2	144	0	1	0	1	0	0	0	0	0	0	0	0	175	3	0	0	0	0	0	0
sq892	6	1	3	0	1	12	4	34	0	45	0	0	0	0	2	0	0	43	0	21	0	32	21	2	8	0	1	0	23	0	11	0	13	0	2	18	1	1	30	14	0	9	0	13	9	0	17	0	2	0	4	5	0	22	0	0	0	0	0	1
sq893	1	9	31	2	0	0	0	9	1	39	0	1	17	5	10	0	0	16	0	15	0	14	8	1	14	6	5	0	3	0	10	0	20	0	0	6	0	1	0	1	0	2	0	4	4	2	15	8	38	0	53	14	0	0	0	0	0	18	0	28
sq894	3	0	0	0	8	0	22	1	8	3	3	6	0	0	0	15	36	1	19	0	4	0	1	4	2	0	0	39	11	17	1	40	0	4	7	0	8	19	2	1	16	1	40	2	0	35	5	0	0	1	0	2	0	2	38	2	0	0	1	0
sq895	27	0	0	0	2	30	1	26	0	8	0	1	0	0	0	3	2	30	0	14	0	9	25	2	5	0	1	1	53	0	11	0	6	0	0	27	0	0	27	70	0	7	0	8	2	0	2	0	1	0	1	1	0	24	0	0	0	2	0	0
sq896	0	3	9	0	0	3	1	36	1	64	1	0	12	0	9	0	0	18	0	24	0	37	13	0	12	2	2	0	8	0	13	0	19	1	0	9	0	0	5	4	0	5	1	10	12	0	33	2	11	0	7	10	0	2	9	0	0	14	0	7
sq897	0	0	0	0	0	0	34	9	44	27	18	0	2	0	0	0	1	6	41	12	21	5	2	4	2	0	0	0	0	7	6	51	8	16	4	1	1	0	0	0	1	4	0	5	18	4	34	0	1	0	0	0	0	0	0	39	0	1	0	0
sq898	41	0	0	0	0	32	1	9	0	3	0	1	0	0	0	2	0	4	0	3	0	3	11	0	16	0	0	2	57	0	4	0	1	1	3	36	1	1	5	148	0	2	0	1	0	0	3	0	1	0	0	1	0	35	0	0	0	0	0	0
sq899	1	0	0	0	1	0	3	18	0	21	1	4	0	0	0	4	19	77	9	40	3	45	8	3	2	0	0	11	13	7	43	0	13	6	0	2	1	1	1	8	3	10	3	20	5	0	16	0	0	0	0	3	0	0	0	2	0	0	0	0
sq900	8	0	0	0	2	32	0	53	0	57	0	1	1	0	0	0	0	31	1	20	1	31	21	0	2	0	0	0	11	0	11	0	16	0	0	2	0	0	5	10	0	5	0	14	21	0	16	0	0	0	0	28	6	18	0	0	0	1	1	0
sq901	3	0	0	2	2	3	1	1	0	3	0	5	0	0	0	3	5	2	16	5	0	0	2	0	0	4	1	0	2	39	3	117	9	11	1	3	5	20	13	0	8	2	12	4	1	1	0	3	4	4	0	1	1	1	78	6	0	3	9	7
sq902	2	1	0	0	0	14	0	38	1	12	0	1	0	0	0	1	0	141	1	31	0	11	9	0	1	0	1	0	13	1	70	1	6	1	0	5	1	1	2	7	0	18	0	18	5	0	4	0	0	0	0	2	0	5	0	1	0	0	0	0
sq903	0	0	0	0	3	0	5	0	2	0	2	0	0	0	0	10	29	0	36	0	4	0	2	0	0	0	0	82	1	38	0	16	0	8	0	0	0	0	0	2	40	3	83	7	0	23	0	0	0	0	0	0	0	0	28	2	0	0	0	0
sq904	17	0	0	0	9	36	0	14	0	4	0	3	0	0	0	12	3	23	2	7	1	7	9	0	0	0	0	0	65	1	10	0	0	0	0	7	2	0	1	142	0	6	0	3	3	0	3	0	0	0	0	1	30	4	0	0	0	0	0	0
sq905	4	1	28	3	0	2	0	6	0	22	0	0	4	8	1	0	0	18	2	13	0	7	6	0	24	18	29	0	6	0	8	0	7	1	1	18	3	1	86	4	0	2	0	1	5	0	4	2	15	3	18	10	0	32	0	0	0	1	0	1
sq906	0	0	0	0	19	0	25	0	5	0	0	23	0	0	0	16	43	0	22	0	0	0	0	0	0	0	0	71	1	16	0	23	0	7	3	0	0	3	0	0	31	2	45	3	0	18	0	2	1	0	1	0	0	0	31	12	0	0	1	0
sq907	1	5	0	2	4	0	12	2	28	24	28	0	0	0	0	1	16	4	54	3	12	0	0	2	0	0	0	4	1	14	0	66	1	3	7	0	0	0	0	0	3	1	12	15	1	40	21	3	1	0	0	2	0	0	9	13	0	0	8	0
sq908	0	1	0	0	1	0	2	0	0	2	1	0	0	0	0	0	1	1	1	1	0	0	0	39	2	10	3	1	0	0	1	2	0	1	2	3	30	102	176	0	0	0	0	0	0	0	0	12	12	5	7	1	0	3	0	0	0	0	0	0
sq909	0	0	0	0	0	0	10	16	27	18	5	0	0	0	0	0	3	30	41	43	9	40	0	1	1	0	0	1	1	9	24	37	30	6	0	0	0	0	0	1	6	3	0	12	13	1	13	0	0	0	0	2	0	0	0	20	0	0	0	0
sq910	1	1	0	0	2	1	11	1	8	3	15	0	3	0	0	5	10	1	71	11	47	14	0	16	1	3	0	2	0	9	3	25	3	6	3	4	1	0	1	1	0	3	5	11	0	18	68	1	8	0	1	6	0	1	2	8	0	3	2	0
sq911	0	53	13	27	0	0	1	0	8	4	91	0	14	34	7	0	0	2	1	0	4	3	0	27	6	13	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	7	0	12	1	29	25	1	0	0	3	0	7	20	2
sq912	0	0	0	0	19	0	14	0	1	0	0	18	0	0	0	7	17	0	8	0	0	0	0	0	0	0	0	148	0	18	0	2	0	20	0	0	1	0	0	4	40	0	59	1	0	2	1	0	0	0	0	0	0	0	36	3	0	0	0	0
sq913	9	0	0	0	5	10	20	22	5	18	4	6	0	0	0	2	18	23	32	22	9	10	13	4	4	0	0	0	12	6	27	13	14	15	7	3	10	0	3	8	0	6	0	16	15	0	4	0	0	0	1	0	0	4	0	18	0	0	0	0
sq914	5	2	5	1	0	9	0	43	0	47	0	0	11	0	10	0	0	29	0	10	1	30	22	0	10	0	3	0	10	0	21	0	25	0	0	11	0	0	5	3	0	9	1	8	18	2	21	0	11	0	0	16	0	1	0	0	0	15	0	2
sq915	0	0	0	0	7	0	24	0	9	3	7	8	0	0	0	1	57	0	57	0	25	0	2	0	0	0	0	8	1	46	1	65	1	17	2	0	2	0	0	1	17	7	7	13	0	2	6	0	0	0	0	0	0	0	6	15	0	0	0	0
sq916	0	0	0	0	1	0	18	7	9	54	14	3	0	0	0	0	9	8	68	17	10	4	2	1	7	0	0	3	1	7	7	24	10	3	3	1	0	0	9	1	3	6	23	15	4	23	24	0	1	0	0	7	0	3	0	4	0	0	2	0
sq917	1	88	0	21	1	0	39	0	2	2	6	2	0	26	0	7	17	1	33	0	8	0	0	0	0	2	0	8	0	5	0	14	0	8	0	0	0	3	0	0	7	0	23	3	0	19	0	36	2	20	2	1	0	0	0	6	0	0	2	0
sq918	0	137	0	45	0	0	2	1	10	3	6	3	0	2	0	7	1	1	39	4	0	0	0	9	0	21	0	10	5	0	0	24	0	7	0	0	10	2	5	2	0	0	1	3	1	0	0	3	1	2	0	0	0	0	0	40	0	0	6	2
sq919	12	0	0	0	2	41	2	28	0	11	0	0	0	0	0	4	2	61	0	27	0	21	16	0	1	0	0	0	25	1	36	1	13	1	3	23	0	0	2	30	1	10	0	17	6	0	3	0	0	0	0	4	0	10	0	0	0	0	0	0
sq920	0	0	0	0	6	0	9	0	0	0	0	2	0	0	0	4	41	3	9	0	0	0	0	0	0	0	0	131	2	16	0	6	0	8	3	2	2	4	0	0	50	3	67	1	0	15	0	0	0	0	0	0	0	0	28	2	0	0	0	0
sq921	5	0	0	0	0	19	1	27	0	9	0	1	0	0	0	2	1	106	1	23	0	4	10	0	0	0	0	0	56	2	44	0	2	4	1	7	0	0	0	55	0	8	0	9	9	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0
sq922	0	9	6	8	11	0	10	0	20	0	16	20	0	7	1	1	4	0	6	0	7	0	1	11	0	6	1	77	0	5	0	2	0	24	9	1	31	21	7	0	17	0	4	0	0	9	0	4	2	6	2	0	0	0	36	3	0	1	5	0
sq923	9	0	0	0	1	9	0	0	0	0	0	1	0	0	0	6	0	8	1	1	1	3	15	4	12	0	0	1	57	2	1	0	5	2	10	90	5	0	9	87	0	0	0	0	0	0	1	0	0	0	0	0	0	69	0	0	0	0	0	0
sq924	4	0	0	0	1	18	4	17	1	13	0	0	0	0	0	7	9	81	2	29	0	7	9	0	0	0	0	2	39	3	35	1	5	2	2	8	0	0	1	52	0	23	1	18	5	0	2	0	0	0	0	1	0	4	0	4	0	0	0	0
sq925	12	0	0	0	0	12	0	6	0	2	0	0	1	0	0	1	0	5	0	5	0	1	16	0	0	0	0	0	83	0	1	0	1	0	0	15	0	0	0	168	0	1	0	5	0	0	0	0	0	0	0	0	72	2	0	0	0	0	0	0
sq926	9	0	0	0	0	33	3	24	0	6	0	0	0	0	0	0	1	78	0	35	0	3	24	0	5	0	0	1	14	0	85	3	4	0	0	14	0	0	3	9	1	16	0	15	10	0	4	0	0	0	0	3	0	6	0	0	0	0	0	0
sq927	3	0	0	0	2	1	0	0	0	0	0	18	0	0	0	157	0	5	1	0	0	0	0	1	0	0	0	12	61	1	0	0	0	2	2	4	1	0	2	109	0	0	0	2	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0
sq928	0	5	30	2	0	1	2	19	0	22	1	0	11	5	7	0	0	31	2	13	1	18	8	0	11	3	7	0	3	1	7	0	8	1	0	11	0	1	37	3	0	5	0	2	4	0	9	2	25	0	16	13	0	23	11	0	0	10	0	18
sq929	0	0	0	0	2	2	3	1	5	10	5	3	0	0	0	1	13	1	50	4	8	4	1	16	6	3	0	12	1	16	0	14	2	7	58	5	45	14	59	7	0	1	4	2	0	6	3	0	0	0	0	0	0	14	0	1	0	0	0	0
sq930	3	0	0	1	2	19	3	36	0	13	0	0	0	0	0	0	7	85	4	30	2	9	10	1	0	0	0	0	18	0	85	0	3	1	1	1	0	0	0	10	2	25	0	15	2	1	11	0	0	0	0	4	4	0	0	0	0	0	0	0
sq931	0	0	0	0	3	0	22	0	19	0	88	5	2	0	2	0	2	0	3	0	7	0	0	65	0	0	0	14	0	3	0	9	0	19	9	1	41	6	12	1	5	0	3	1	0	11	4	1	0	0	0	0	0	0	0	8	0	0	42	0
sq932	5	1	42	0	2	2	0	17	0	20	3	1	19	4	15	0	0	11	0	6	0	8	7	0	14	8	9	0	3	0	3	1	7	0	1	11	0	0	27	0	0	2	0	5	8	0	6	5	25	1	33	14	0	14	0	0	0	24	2	21
sq933	0	0	0	0	10	0	30	0	16	0	3	5	0	0	0	11	83	0	42	0	11	0	0	1	0	0	0	13	4	42	0	35	0	16	4	0	0	0	0	3	10	12	12	17	0	4	7	0	0	0	0	0	0	0	0	16	0	0	0	0
sq934	18	0	0	0	27	25	11	11	6	3	1	7	0	0	0	17	5	27	1	4	0	2	7	5	7	1	0	28	29	0	10	1	2	13	8	28	6	10	33	24	1	2	8	1	0	1	4	1	2	0	1	0	0	5	0	2	0	0	1	0
sq935	12	0	3	0	2	17	3	36	1	38	1	0	2	0	0	5	0	49	0	11	0	26	22	0	4	0	0	0	28	1	7	1	16	1	0	5	0	0	7	59	0	13	1	7	3	0	10	0	1	0	1	3	0	5	0	1	0	2	1	0
sq936	0	0	0	0	9	0	10	0	2	0	2	10	0	0	0	6	25	0	22	0	11	0	1	1	0	0	0	86	3	34	0	9	0	14	3	0	4	0	1	1	31	2	20	1	0	7	1	0	0	0	0	0	0	0	77	12	0	0	0	0
sq937	20	0	0	0	6	26	2	8	0	3	0	8	0	0	0	19	2	10	0	2	0	1	16	0	0	0	0	2	62	2	4	0	0	11	0	6	0	0	0	94	0	3	0	4	3	0	0	0	0	0	0	0	89	0	0	1	0	0	0	0
sq938	0	0	0	0	14	0	19	0	7	1	7	26	0	0	0	18	68	0	89	1	10	0	2	0	0	0	0	18	10	36	0	14	0	23	1	0	0	0	0	6	2	3	11	7	0	2	1	0	0	0	0	1	0	0	0	7	0	0	0	0
sq939	0	0	0	0	4	1	27	29	16	31	6	2	0	0	0	1	11	49	14	12	1	0	9	1	0	0	0	1	6	28	23	19	3	22	7	2	3	0	2	1	0	9	0	8	28	0	2	0	0	0	0	1	0	10	0	15	0	0	0	0
sq940	6	0	1	0	1	7	3	36	3	43	1	3	5	1	2	0	1	47	0	14	0	31	14	1	2	1	2	2	10	0	19	4	12	9	1	3	1	0	0	4	0	10	0	4	8	0	12	0	4	0	0	11	59	0	0	1	0	3	0	1
sq941	0	22	0	6	2	0	5	0	7	0	78	0	2	3	0	0	0	0	5	0	3	0	0	58	0	2	0	0	0	3	0	13	0	2	14	0	8	1	1	0	0	0	0	1	0	33	17	8	32	0	10	1	0	0	0	11	0	0	55	0
sq942	9	0	0	0	1	45	0	19	0	5	0	0	0	0	0	2	0	23	1	11	0	2	12	1	28	0	2	0	31	1	9	1	3	0	2	79	0	0	24	41	0	7	0	7	5	0	1	0	0	0	1	0	0	29	0	0	0	0	0	0
sq943	0	11	0	7	0	0	7	0	3	0	22	2	1	9	0	1	5	0	8	0	6	0	0	2	0	3	0	8	0	3	0	36	1	2	1	0	2	3	0	0	12	1	39	2	0	146	7	15	15	1	0	0	0	0	0	11	0	0	10	0
sq944	8	0	0	0	5	21	2	34	2	33	0	1	1	0	0	0	0	54	2	27	2	24	33	0	2	0	0	0	22	1	28	2	14	5	0	0	0	0	2	15	0	6	0	17	26	0	7	0	0	0	0	2	0	1	0	0	0	2	0	0
sq945	13	0	0	0	1	12	1	43	1	67	0	0	3	0	1	0	0	26	0	8	1	9	22	0	12	1	3	0	13	0	14	0	15	1	0	1	0	1	18	6	0	4	0	0	14	1	7	0	2	1	7	16	0	12	0	0	0	39	0	3
sq946	3	8	27	4	0	3	1	8	0	16	0	0	11	6	9	0	0	5	1	1	0	4	4	4	14	6	22	0	4	0	6	0	7	0	0	7	0	4	45	3	0	0	0	1	4	0	5	6	30	0	53	6	1	19	0	0	0	13	0	28
sq947	0	7	41	0	0	0	0	7	0	14	0	0	32	4	6	0	0	4	0	5	0	6	1	2	9	3	6	0	1	0	3	1	10	0	0	6	0	0	1	0	0	1	0	0	0	2	10	4	51	1	55	13	0	0	0	0	0	19	1	73
sq948	0	0	0	0	5	0	20	0	6	0	3	6	0	0	0	10	47	0	21	0	2	0	0	0	0	0	0	53	1	68	0	15	0	24	1	0	3	1	0	0	48	8	27	2	0	1	1	0	0	0	0	0	0	0	5	21	0	0	0	0
sq949	0	1	0	1	0	0	18	2	10	17	14	1	1	0	0	1	9	4	86	15	49	8	3	6	3	0	0	0	1	19	5	39	8	2	5	3	0	0	0	0	1	0	7	11	1	1	27	0	2	0	0	5	0	0	1	7	0	1	3	0
sq950	17	0	0	0	1	25	0	10	0	5	0	3	1	0	0	4	3	15	1	6	0	2	14	0	3	0	1	1	70	0	4	0	4	2	1	32	1	0	4	146	0	2	0	0	1	0	2	0	1	0	0	0	1	3	11	0	0	0	0	0
sq951	4	3	15	0	0	5	0	24	0	45	1	0	18	3	6	0	0	21	0	10	0	27	17	0	5	0	2	0	5	0	22	0	9	1	0	4	0	0	1	5	1	3	0	5	9	0	24	2	31	0	10	12	0	2	19	0	0	15	0	11
sq952	1	24	3	0	0	0	0	2	0	7	4	0	59	2	8	0	0	0	0	0	0	18	0	2	5	0	0	0	2	1	0	0	8	0	0	4	0	0	0	0	0	0	2	2	2	18	88	20	29	1	3	36	0	1	2	0	0	15	1	27
sq953	8	0	3	0	0	12	2	33	2	28	0	0	0	0	0	0	0	46	1	13	0	17	21	1	10	1	0	0	21	1	19	0	15	4	3	9	0	1	17	27	0	5	0	7	6	0	10	1	1	0	1	6	28	5	5	2	0	2	1	1
sq954	0	0	0	0	9	0	12	0	4	0	0	17	0	0	0	14	60	0	32	0	3	0	0	0	0	0	0	50	9	45	0	12	0	14	4	0	0	0	0	5	35	8	37	7	0	4	2	0	0	0	0	0	0	0	12	1	0	0	0	0
sq955	6	0	0	0	47	2	41	3	6	3	2	19	0	0	0	6	87	6	38	1	3	1	7	1	0	0	0	8	3	35	3	5	0	12	4	0	1	0	1	10	4	7	4	11	0	0	1	0	0	0	0	1	0	0	2	4	0	0	0	0
sq956	2	0	0	0	10	7	33	15	4	9	1	2	0	0	0	5	38	31	36	22	13	7	9	0	0	0	0	0	21	32	29	7	5	8	3	0	1	0	2	5	0	9	0	12	3	0	3	0	0	0	0	2	0	2	0	6	0	0	0	0
sq957	0	0	0	0	0	0	2	37	1	48	0	1	0	0	0	0	2	57	1	45	1	87	5	1	0	0	0	0	6	0	18	0	16	0	0	0	0	0	0	1	0	15	0	15	19	0	11	0	0	0	0	4	0	0	0	0	0	1	0	0
sq958	8	1	0	0	22	4	20	6	2	4	1	38	0	0	0	25	23	9	22	2	5	0	4	0	0	0	0	4	24	22	3	9	0	13	7	2	3	0	3	32	4	5	0	6	2	0	1	0	0	0	0	2	0	2	50	3	0	0	0	0
sq959	3	0	0	0	0	4	0	24	1	15	0	0	0	0	0	1	2	120	1	38	0	7	8	0	0	0	0	1	25	1	83	2	5	0	0	4	0	0	0	9	0	19	0	9	3	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0
sq960	6	0	0	0	0	19	2	41	0	24	0	0	0	0	0	0	3	78	0	34	0	6	17	0	0	0	0	3	20	1	46	0	8	0	1	7	0	0	2	12	0	15	0	23	18	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0
sq961	9	0	0	0	0	25	4	43	0	48	1	1	1	0	0	1	0	41	0	27	0	16	34	1	5	0	0	0	11	3	11	0	15	0	0	6	0	0	8	2	0	9	0	7	31	0	15	0	0	0	0	7	1	6	0	2	0	0	0	0
sq962	25	0	0	0	2	50	0	28	0	14	0	5	0	0	0	1	3	44	2	21	1	10	17	0	0	0	0	0	40	0	38	1	0	0	1	13	0	0	1	33	0	5	0	16	10	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0
